商品ID,商品名,商品説明,カテゴリ,商品URL,計測用URL(UTM付き),画像URL,販売価格(税込),在庫
3389,孫悟空（ST01 ST01-004 SR）,"【孫悟空／ST01-004／SR】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > SR,https://www.kamehouse-db.com/product/3389,https://www.kamehouse-db.com/product/3389?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611592.jpg,80,あり
3387,孫悟空（ST01 ST01-003 C）,"【孫悟空／ST01-003／C】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3387,https://www.kamehouse-db.com/product/3387?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611607.jpg,50,あり
3385,クリリン（ST01 ST01-002 C）,"【クリリン／ST01-002／C】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3385,https://www.kamehouse-db.com/product/3385?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611627.jpg,50,あり
3383,孫悟天（ST01 ST01-001 L）,"【孫悟天／ST01-001／L】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3383,https://www.kamehouse-db.com/product/3383?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611643.jpg,80,あり
3382,シン（ST01 ST01-022 C）,"【シン／ST01-022／C】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3382,https://www.kamehouse-db.com/product/3382?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611272.jpg,50,あり
3380,孫悟空（ST01 ST01-023 R）,"【孫悟空／ST01-023／R】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3380,https://www.kamehouse-db.com/product/3380?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611257.jpg,120,あり
3376,ベジット（ST01 ST01-025 R）,"【ベジット／ST01-025／R】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3376,https://www.kamehouse-db.com/product/3376?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611222.jpg,120,あり
3375,ベジット（ST01 ST01-025 R★）,"【ベジット／ST01-025／R★】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > パラレル,https://www.kamehouse-db.com/product/3375,https://www.kamehouse-db.com/product/3375?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611211.jpg,1020,あり
3374,こいつが超ベジット！！（ST01 ST01-026 C）,"【こいつが超ベジット！！／ST01-026／C】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3374,https://www.kamehouse-db.com/product/3374?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611202.jpg,80,あり
3370,魔人ブウ（ST01 ST01-028 R）,"【魔人ブウ／ST01-028／R】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3370,https://www.kamehouse-db.com/product/3370?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611167.jpg,80,あり
3368,魔人ブウ：悪（ST01 ST01-029 C）,"【魔人ブウ：悪／ST01-029／C】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3368,https://www.kamehouse-db.com/product/3368?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611147.jpg,50,あり
3366,魔人ブウ：悪（ST01 ST01-030 C）,"【魔人ブウ：悪／ST01-030／C】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3366,https://www.kamehouse-db.com/product/3366?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611127.jpg,50,あり
3364,魔人ブウ：悪（ST01 ST01-031 R）,"【魔人ブウ：悪／ST01-031／R】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3364,https://www.kamehouse-db.com/product/3364?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611112.jpg,80,あり
3362,魔人ブウ：悪（ST01 ST01-032 R）,"【魔人ブウ：悪／ST01-032／R】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3362,https://www.kamehouse-db.com/product/3362?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611072.jpg,80,あり
3360,魔人ブウ：悪（ST01 ST01-033 C）,"【魔人ブウ：悪／ST01-033／C】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3360,https://www.kamehouse-db.com/product/3360?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611053.jpg,50,あり
3358,魔人ブウ：悪（ST01 ST01-034 C）,"【魔人ブウ：悪／ST01-034／C】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3358,https://www.kamehouse-db.com/product/3358?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611037.jpg,50,あり
3356,魔人ブウ：悪（ST01 ST01-035 R）,"【魔人ブウ：悪／ST01-035／R】ドラゴンボールスーパーカードゲーム フュージョンワールド ST01「STORY BOOSTER 01」収録のシングルカードです。 ■状態：A（当店基準／状態表記について → https://www.kamehouse-db.com/page/2 ） ■真贋：正規品のみを取り扱っています。 ■発送：ご入金確認後、当日～翌営業日に発送。1,000円以上のご購入で全国送料無料。 ■返品：お客様都合による返品・キャンセルは原則承っておりません。",ST01 STORY BOOSTER 01 > R以下,https://www.kamehouse-db.com/product/3356,https://www.kamehouse-db.com/product/3356?utm_source=mercari&utm_medium=cpc&utm_campaign=infeed_test,https://www.kamehouse-db.com/data/kamehouse/product/product_143611022.jpg,80,あり
